Subject,Trial,Condition,Time,response,correct,angle,correct.incorrect
32,50,R2_3_3_2_0Y150.pct,2171,[n],[n],150,1
32,51,3_3_4_2_0Y0.pct,1150,[b],[b],0,1
32,52,R2_4_4_3_90Y0.pct,2124,[n],[n],0,1
32,53,3_4_4_3_180Y100.pct,3386,[b],[b],100,1
32,54,R2_4_4_2_180Y50.pct,1451,[n],[n],50,1
32,55,3_3_3_2_0Y150.pct,2214,[b],[b],150,1
32,56,2_4_4_2_0Y50.pct,1255,[b],[b],50,1
32,57,R2_4_4_2_0Y150.pct,1336,[n],[n],150,1
32,58,R3_4_3_2_90Y100.pct,2982,[n],[n],100,1
32,59,2_3_4_2_90Y150.pct,2122,[b],[b],150,1
32,60,3_4_3_2_90Y100.pct,2192,[b],[b],100,1
32,61,2_4_4_3_90Y0.pct,946,[b],[b],0,1
32,62,R2_4_4_2_180Y0.pct,2160,[n],[n],0,1
32,63,R2_4_4_3_90Y50.pct,2250,[n],[n],50,1
32,64,2_4_4_3_90Y50.pct,1644,[b],[b],50,1
32,65,R2_4_4_2_180Y150.pct,3303,[n],[n],150,1
32,66,3_3_3_3_90Y0.pct,1636,[b],[b],0,1
32,67,3_3_3_3_180Y150.pct,2631,[b],[b],150,1
32,68,R3_3_3_3_90Y0.pct,4490,[n],[n],0,1
32,69,R3_3_3_2_0Y50.pct,3394,[n],[n],50,1
32,70,2_4_4_2_180Y50.pct,1250,[b],[b],50,1
32,71,2_4_4_2_0Y100.pct,2107,[b],[b],100,1
32,72,R3_3_3_2_0Y100.pct,4020,[n],[n],100,1
32,73,2_3_4_2_90Y100.pct,2055,[b],[b],100,1
32,74,R3_3_3_3_180Y100.pct,3038,[n],[n],100,1
32,75,3_3_3_3_90Y150.pct,3376,[b],[b],150,1
32,76,R3_3_4_2_0Y0.pct,6773,[n],[n],0,1
32,77,3_3_3_2_0Y0.pct,1113,[b],[b],0,1
32,78,3_3_3_2_0Y50.pct,1673,[b],[b],50,1
32,79,R3_3_3_3_180Y50.pct,3582,[n],[n],50,1
32,80,R3_3_3_3_90Y150.pct,3363,[b],[n],150,0
32,81,R3_4_4_3_180Y50.pct,2400,[n],[n],50,1
32,82,2_3_4_2_90Y0.pct,899,[b],[b],0,1
32,83,R3_3_4_2_0Y150.pct,2050,[n],[n],150,1
32,84,3_3_4_2_0Y50.pct,3074,[n],[b],50,0
32,85,2_4_4_2_180Y100.pct,1762,[b],[b],100,1
32,86,R3_4_4_3_180Y0.pct,2014,[n],[n],0,1
32,87,3_4_3_3_180Y150.pct,2498,[b],[b],150,1
32,88,R3_4_4_3_180Y100.pct,1880,[n],[n],100,1
32,89,R2_3_3_2_0Y100.pct,3001,[n],[n],100,1
32,90,2_3_3_2_0Y50.pct,1612,[b],[b],50,1
32,91,2_4_4_2_0Y0.pct,947,[b],[b],0,1
32,92,3_4_3_2_90Y150.pct,2162,[b],[b],150,1
32,93,R2_4_4_3_90Y150.pct,2853,[n],[n],150,1
32,94,R3_4_3_2_90Y50.pct,2398,[n],[n],50,1
32,95,2_3_3_2_0Y100.pct,2268,[b],[b],100,1
32,96,R3_3_3_2_0Y0.pct,2283,[n],[n],0,1
33,1,R2_3_3_2_0Y0.pct,2933,[n],[n],0,1
33,2,R3_4_3_2_90Y150.pct,2232,[n],[n],150,1
33,3,2_4_4_2_0Y150.pct,1396,[b],[b],150,1
33,4,3_3_3_2_0Y100.pct,2302,[n],[b],100,0
33,5,3_3_3_3_90Y50.pct,2837,[b],[b],50,1
33,6,R2_4_4_2_0Y50.pct,2975,[n],[n],50,1
33,7,R3_3_3_3_90Y100.pct,2451,[n],[n],100,1
33,8,2_3_3_2_0Y0.pct,1331,[b],[b],0,1
33,9,R3_4_3_3_180Y150.pct,5970,[n],[n],150,1
33,10,2_4_4_2_180Y150.pct,2710,[b],[b],150,1
33,11,R3_3_4_2_0Y50.pct,3157,[n],[n],50,1
33,12,R2_3_4_2_90Y0.pct,1682,[n],[n],0,1
33,13,3_3_3_3_180Y0.pct,1112,[b],[b],0,1
33,14,R3_4_3_3_180Y100.pct,3048,[n],[n],100,1
33,15,2_4_4_3_90Y100.pct,2295,[b],[b],100,1
33,16,3_4_3_2_90Y50.pct,1768,[n],[b],50,0
33,17,R2_4_4_3_90Y100.pct,1236,[n],[n],100,1
33,18,2_3_3_2_0Y150.pct,3230,[b],[b],150,1
33,19,R2_3_4_2_90Y50.pct,3376,[n],[n],50,1
33,20,2_3_4_2_90Y50.pct,1076,[b],[b],50,1
33,21,R2_4_4_2_180Y100.pct,1524,[n],[n],100,1
33,22,R2_4_4_2_0Y0.pct,966,[b],[n],0,0
33,23,3_4_3_2_90Y0.pct,2172,[b],[b],0,1
33,24,R3_3_3_2_0Y150.pct,3618,[n],[n],150,1
33,25,R3_4_4_3_180Y150.pct,4434,[n],[n],150,1
33,26,R3_4_3_3_180Y50.pct,3124,[n],[n],50,1
33,27,3_4_3_3_180Y50.pct,2636,[b],[b],50,1
33,28,3_3_3_3_90Y100.pct,2453,[b],[b],100,1
33,29,2_4_4_2_180Y0.pct,2028,[b],[b],0,1
33,30,R3_4_3_2_90Y0.pct,1607,[n],[n],0,1
33,31,3_3_4_2_0Y150.pct,1466,[n],[b],150,0
33,32,R3_3_4_2_0Y100.pct,NA,[N/A],[n],100,0
33,33,3_3_3_3_180Y50.pct,2624,[b],[b],50,1
33,34,3_3_4_2_0Y100.pct,2460,[n],[b],100,0
33,35,3_4_4_3_180Y150.pct,2499,[b],[b],150,1
33,36,R3_3_3_3_180Y0.pct,1394,[n],[n],0,1
33,37,3_4_3_3_180Y100.pct,2022,[b],[b],100,1
33,38,R3_3_3_3_180Y150.pct,2520,[n],[n],150,1
33,39,3_4_3_3_180Y0.pct,1039,[b],[b],0,1
33,40,R3_3_3_3_90Y50.pct,1600,[n],[n],50,1
33,41,2_4_4_3_90Y150.pct,1545,[b],[b],150,1
33,42,R3_4_3_3_180Y0.pct,2432,[n],[n],0,1
33,43,3_3_3_3_180Y100.pct,2186,[b],[b],100,1
33,44,R2_3_4_2_90Y150.pct,1460,[n],[n],150,1
33,45,R2_3_3_2_0Y50.pct,1678,[n],[n],50,1
33,46,R2_3_4_2_90Y100.pct,1606,[n],[n],100,1
33,47,3_4_4_3_180Y0.pct,1127,[b],[b],0,1
33,48,3_4_4_3_180Y50.pct,1150,[b],[b],50,1
33,49,R2_4_4_2_0Y100.pct,1164,[b],[n],100,0
33,50,R2_3_3_2_0Y150.pct,1165,[n],[n],150,1
33,51,3_3_4_2_0Y0.pct,1304,[b],[b],0,1
33,52,R2_4_4_3_90Y0.pct,997,[n],[n],0,1
33,53,3_4_4_3_180Y100.pct,1897,[b],[b],100,1
33,54,R2_4_4_2_180Y50.pct,926,[n],[n],50,1
33,55,3_3_3_2_0Y150.pct,2175,[b],[b],150,1
33,56,2_4_4_2_0Y50.pct,928,[b],[b],50,1
33,57,R2_4_4_2_0Y150.pct,1527,[b],[n],150,0
33,58,R3_4_3_2_90Y100.pct,1100,[n],[n],100,1
33,59,2_3_4_2_90Y150.pct,1549,[b],[b],150,1
33,60,3_4_3_2_90Y100.pct,1456,[n],[b],100,0
33,61,2_4_4_3_90Y0.pct,816,[b],[b],0,1
33,62,R2_4_4_2_180Y0.pct,884,[n],[n],0,1
33,63,R2_4_4_3_90Y50.pct,1122,[n],[n],50,1
33,64,2_4_4_3_90Y50.pct,1063,[b],[b],50,1
33,65,R2_4_4_2_180Y150.pct,1706,[n],[n],150,1
33,66,3_3_3_3_90Y0.pct,1248,[b],[b],0,1
33,67,3_3_3_3_180Y150.pct,1552,[b],[b],150,1
33,68,R3_3_3_3_90Y0.pct,803,[n],[n],0,1
33,69,R3_3_3_2_0Y50.pct,2346,[n],[n],50,1
33,70,2_4_4_2_180Y50.pct,1192,[b],[b],50,1
33,71,2_4_4_2_0Y100.pct,1063,[b],[b],100,1
33,72,R3_3_3_2_0Y100.pct,2202,[n],[n],100,1
33,73,2_3_4_2_90Y100.pct,1196,[b],[b],100,1
33,74,R3_3_3_3_180Y100.pct,1535,[n],[n],100,1
33,75,3_3_3_3_90Y150.pct,2659,[b],[b],150,1
33,76,R3_3_4_2_0Y0.pct,2403,[b],[n],0,0
33,77,3_3_3_2_0Y0.pct,1503,[b],[b],0,1
33,78,3_3_3_2_0Y50.pct,1423,[n],[b],50,0
33,79,R3_3_3_3_180Y50.pct,1959,[n],[n],50,1
33,80,R3_3_3_3_90Y150.pct,1923,[b],[n],150,0
33,81,R3_4_4_3_180Y50.pct,1699,[n],[n],50,1
33,82,2_3_4_2_90Y0.pct,1073,[b],[b],0,1
33,83,R3_3_4_2_0Y150.pct,5513,[n],[n],150,1
33,84,3_3_4_2_0Y50.pct,1718,[b],[b],50,1
33,85,2_4_4_2_180Y100.pct,1510,[b],[b],100,1
33,86,R3_4_4_3_180Y0.pct,2651,[n],[n],0,1
33,87,3_4_3_3_180Y150.pct,3366,[b],[b],150,1
33,88,R3_4_4_3_180Y100.pct,2793,[n],[n],100,1
33,89,R2_3_3_2_0Y100.pct,1597,[n],[n],100,1
33,90,2_3_3_2_0Y50.pct,1328,[b],[b],50,1
33,91,2_4_4_2_0Y0.pct,828,[b],[b],0,1
33,92,3_4_3_2_90Y150.pct,2095,[b],[b],150,1
33,93,R2_4_4_3_90Y150.pct,2125,[n],[n],150,1
33,94,R3_4_3_2_90Y50.pct,1226,[n],[n],50,1
33,95,2_3_3_2_0Y100.pct,2783,[b],[b],100,1
33,96,R3_3_3_2_0Y0.pct,1017,[n],[n],0,1
34,1,R2_3_3_2_0Y0.pct,3855,[n],[n],0,1
34,2,R3_4_3_2_90Y150.pct,6735,[b],[n],150,0
34,3,2_4_4_2_0Y150.pct,6563,[b],[b],150,1
34,4,3_3_3_2_0Y100.pct,NA,[N/A],[b],100,0
34,5,3_3_3_3_90Y50.pct,4259,[b],[b],50,1
34,6,R2_4_4_2_0Y50.pct,4506,[n],[n],50,1
34,7,R3_3_3_3_90Y100.pct,5170,[n],[n],100,1
34,8,2_3_3_2_0Y0.pct,1661,[b],[b],0,1
34,9,R3_4_3_3_180Y150.pct,3550,[n],[n],150,1
34,10,2_4_4_2_180Y150.pct,3355,[b],[b],150,1
34,11,R3_3_4_2_0Y50.pct,7113,[n],[n],50,1
34,12,R2_3_4_2_90Y0.pct,1817,[n],[n],0,1
34,13,3_3_3_3_180Y0.pct,1960,[b],[b],0,1
34,14,R3_4_3_3_180Y100.pct,2663,[n],[n],100,1
34,15,2_4_4_3_90Y100.pct,3598,[b],[b],100,1
34,16,3_4_3_2_90Y50.pct,2498,[b],[b],50,1
34,17,R2_4_4_3_90Y100.pct,5498,[n],[n],100,1
34,18,2_3_3_2_0Y150.pct,3745,[b],[b],150,1
34,19,R2_3_4_2_90Y50.pct,3911,[n],[n],50,1
34,20,2_3_4_2_90Y50.pct,2917,[b],[b],50,1
34,21,R2_4_4_2_180Y100.pct,2970,[n],[n],100,1
34,22,R2_4_4_2_0Y0.pct,2599,[n],[n],0,1
34,23,3_4_3_2_90Y0.pct,2896,[b],[b],0,1
34,24,R3_3_3_2_0Y150.pct,6058,[n],[n],150,1
34,25,R3_4_4_3_180Y150.pct,2106,[n],[n],150,1
34,26,R3_4_3_3_180Y50.pct,2303,[n],[n],50,1
34,27,3_4_3_3_180Y50.pct,3463,[b],[b],50,1
34,28,3_3_3_3_90Y100.pct,5825,[b],[b],100,1
34,29,2_4_4_2_180Y0.pct,1489,[b],[b],0,1
34,30,R3_4_3_2_90Y0.pct,1271,[n],[n],0,1
34,31,3_3_4_2_0Y150.pct,7249,[b],[b],150,1
34,32,R3_3_4_2_0Y100.pct,6091,[n],[n],100,1
34,33,3_3_3_3_180Y50.pct,4416,[b],[b],50,1
34,34,3_3_4_2_0Y100.pct,4685,[n],[b],100,0
34,35,3_4_4_3_180Y150.pct,6293,[b],[b],150,1
34,36,R3_3_3_3_180Y0.pct,2548,[n],[n],0,1
34,37,3_4_3_3_180Y100.pct,3225,[b],[b],100,1
34,38,R3_3_3_3_180Y150.pct,1858,[n],[n],150,1
34,39,3_4_3_3_180Y0.pct,1995,[b],[b],0,1
34,40,R3_3_3_3_90Y50.pct,1278,[n],[n],50,1
34,41,2_4_4_3_90Y150.pct,3580,[b],[b],150,1
34,42,R3_4_3_3_180Y0.pct,1881,[n],[n],0,1
34,43,3_3_3_3_180Y100.pct,3753,[b],[b],100,1
34,44,R2_3_4_2_90Y150.pct,5375,[n],[n],150,1
34,45,R2_3_3_2_0Y50.pct,3020,[n],[n],50,1
34,46,R2_3_4_2_90Y100.pct,4565,[n],[n],100,1
34,47,3_4_4_3_180Y0.pct,1442,[b],[b],0,1
34,48,3_4_4_3_180Y50.pct,2699,[b],[b],50,1
34,49,R2_4_4_2_0Y100.pct,2492,[n],[n],100,1
34,50,R2_3_3_2_0Y150.pct,3164,[b],[n],150,0
34,51,3_3_4_2_0Y0.pct,1832,[b],[b],0,1
34,52,R2_4_4_3_90Y0.pct,1608,[n],[n],0,1
34,53,3_4_4_3_180Y100.pct,2564,[b],[b],100,1
34,54,R2_4_4_2_180Y50.pct,1911,[n],[n],50,1
34,55,3_3_3_2_0Y150.pct,4023,[n],[b],150,0
34,56,2_4_4_2_0Y50.pct,1415,[b],[b],50,1
34,57,R2_4_4_2_0Y150.pct,1843,[n],[n],150,1
34,58,R3_4_3_2_90Y100.pct,3666,[n],[n],100,1
34,59,2_3_4_2_90Y150.pct,3124,[b],[b],150,1
34,60,3_4_3_2_90Y100.pct,3312,[b],[b],100,1
34,61,2_4_4_3_90Y0.pct,1686,[b],[b],0,1
34,62,R2_4_4_2_180Y0.pct,1285,[n],[n],0,1
34,63,R2_4_4_3_90Y50.pct,2053,[n],[n],50,1
34,64,2_4_4_3_90Y50.pct,2134,[b],[b],50,1
34,65,R2_4_4_2_180Y150.pct,2909,[n],[n],150,1
34,66,3_3_3_3_90Y0.pct,1812,[b],[b],0,1
34,67,3_3_3_3_180Y150.pct,3700,[b],[b],150,1
34,68,R3_3_3_3_90Y0.pct,1181,[n],[n],0,1
34,69,R3_3_3_2_0Y50.pct,2373,[n],[n],50,1
34,70,2_4_4_2_180Y50.pct,1722,[b],[b],50,1
34,71,2_4_4_2_0Y100.pct,1513,[b],[b],100,1
34,72,R3_3_3_2_0Y100.pct,4528,[n],[n],100,1
34,73,2_3_4_2_90Y100.pct,1575,[b],[b],100,1
34,74,R3_3_3_3_180Y100.pct,3658,[n],[n],100,1
34,75,3_3_3_3_90Y150.pct,2139,[b],[b],150,1
34,76,R3_3_4_2_0Y0.pct,5103,[n],[n],0,1
34,77,3_3_3_2_0Y0.pct,1887,[b],[b],0,1
34,78,3_3_3_2_0Y50.pct,2679,[b],[b],50,1
34,79,R3_3_3_3_180Y50.pct,1884,[n],[n],50,1
34,80,R3_3_3_3_90Y150.pct,4413,[n],[n],150,1
34,81,R3_4_4_3_180Y50.pct,3975,[n],[n],50,1
34,82,2_3_4_2_90Y0.pct,987,[b],[b],0,1
34,83,R3_3_4_2_0Y150.pct,2753,[n],[n],150,1
34,84,3_3_4_2_0Y50.pct,4100,[b],[b],50,1
34,85,2_4_4_2_180Y100.pct,1955,[b],[b],100,1
34,86,R3_4_4_3_180Y0.pct,3154,[b],[n],0,0
34,87,3_4_3_3_180Y150.pct,4062,[b],[b],150,1
34,88,R3_4_4_3_180Y100.pct,2792,[n],[n],100,1
34,89,R2_3_3_2_0Y100.pct,6500,[n],[n],100,1
34,90,2_3_3_2_0Y50.pct,2849,[b],[b],50,1
34,91,2_4_4_2_0Y0.pct,1200,[b],[b],0,1
34,92,3_4_3_2_90Y150.pct,2612,[b],[b],150,1
34,93,R2_4_4_3_90Y150.pct,4527,[n],[n],150,1
34,94,R3_4_3_2_90Y50.pct,2858,[n],[n],50,1
34,95,2_3_3_2_0Y100.pct,1759,[b],[b],100,1
34,96,R3_3_3_2_0Y0.pct,2899,[n],[n],0,1
35,1,R2_3_3_2_0Y0.pct,5076,[n],[n],0,1
35,2,R3_4_3_2_90Y150.pct,3696,[n],[n],150,1
35,3,2_4_4_2_0Y150.pct,3384,[b],[b],150,1
35,4,3_3_3_2_0Y100.pct,5059,[b],[b],100,1
35,5,3_3_3_3_90Y50.pct,3252,[b],[b],50,1
35,6,R2_4_4_2_0Y50.pct,4557,[n],[n],50,1
35,7,R3_3_3_3_90Y100.pct,NA,[N/A],[n],100,0
35,8,2_3_3_2_0Y0.pct,1712,[b],[b],0,1
35,9,R3_4_3_3_180Y150.pct,6402,[n],[n],150,1
35,10,2_4_4_2_180Y150.pct,4571,[b],[b],150,1
35,11,R3_3_4_2_0Y50.pct,5753,[n],[n],50,1
35,12,R2_3_4_2_90Y0.pct,2062,[n],[n],0,1
35,13,3_3_3_3_180Y0.pct,1659,[b],[b],0,1
35,14,R3_4_3_3_180Y100.pct,3863,[n],[n],100,1
35,15,2_4_4_3_90Y100.pct,2727,[b],[b],100,1
35,16,3_4_3_2_90Y50.pct,3684,[b],[b],50,1
35,17,R2_4_4_3_90Y100.pct,3684,[n],[n],100,1
35,18,2_3_3_2_0Y150.pct,3749,[b],[b],150,1
35,19,R2_3_4_2_90Y50.pct,3483,[n],[n],50,1
35,20,2_3_4_2_90Y50.pct,3458,[b],[b],50,1
35,21,R2_4_4_2_180Y100.pct,3243,[n],[n],100,1
35,22,R2_4_4_2_0Y0.pct,2985,[n],[n],0,1
35,23,3_4_3_2_90Y0.pct,2124,[b],[b],0,1
35,24,R3_3_3_2_0Y150.pct,4359,[n],[n],150,1
35,25,R3_4_4_3_180Y150.pct,3561,[n],[n],150,1
35,26,R3_4_3_3_180Y50.pct,4413,[n],[n],50,1
35,27,3_4_3_3_180Y50.pct,5264,[b],[b],50,1
35,28,3_3_3_3_90Y100.pct,4626,[b],[b],100,1
35,29,2_4_4_2_180Y0.pct,1233,[b],[b],0,1
35,30,R3_4_3_2_90Y0.pct,2636,[n],[n],0,1
35,31,3_3_4_2_0Y150.pct,3087,[b],[b],150,1
35,32,R3_3_4_2_0Y100.pct,5358,[n],[n],100,1
35,33,3_3_3_3_180Y50.pct,2561,[b],[b],50,1
35,34,3_3_4_2_0Y100.pct,3800,[b],[b],100,1
35,35,3_4_4_3_180Y150.pct,4707,[n],[b],150,0
35,36,R3_3_3_3_180Y0.pct,1320,[n],[n],0,1
35,37,3_4_3_3_180Y100.pct,4622,[b],[b],100,1
35,38,R3_3_3_3_180Y150.pct,2560,[n],[n],150,1
35,39,3_4_3_3_180Y0.pct,1926,[b],[b],0,1
35,40,R3_3_3_3_90Y50.pct,2307,[n],[n],50,1
35,41,2_4_4_3_90Y150.pct,3298,[b],[b],150,1
35,42,R3_4_3_3_180Y0.pct,1617,[n],[n],0,1
35,43,3_3_3_3_180Y100.pct,5730,[b],[b],100,1
35,44,R2_3_4_2_90Y150.pct,3011,[n],[n],150,1
35,45,R2_3_3_2_0Y50.pct,2661,[n],[n],50,1
35,46,R2_3_4_2_90Y100.pct,3813,[n],[n],100,1
35,47,3_4_4_3_180Y0.pct,1495,[b],[b],0,1
35,48,3_4_4_3_180Y50.pct,2093,[b],[b],50,1
35,49,R2_4_4_2_0Y100.pct,2774,[n],[n],100,1
35,50,R2_3_3_2_0Y150.pct,3036,[n],[n],150,1
35,51,3_3_4_2_0Y0.pct,1316,[b],[b],0,1
35,52,R2_4_4_3_90Y0.pct,2371,[n],[n],0,1
35,53,3_4_4_3_180Y100.pct,2489,[b],[b],100,1
35,54,R2_4_4_2_180Y50.pct,1350,[n],[n],50,1
35,55,3_3_3_2_0Y150.pct,4596,[b],[b],150,1
35,56,2_4_4_2_0Y50.pct,1200,[b],[b],50,1
35,57,R2_4_4_2_0Y150.pct,3850,[n],[n],150,1
35,58,R3_4_3_2_90Y100.pct,3820,[n],[n],100,1
35,59,2_3_4_2_90Y150.pct,1494,[b],[b],150,1
35,60,3_4_3_2_90Y100.pct,2260,[b],[b],100,1
35,61,2_4_4_3_90Y0.pct,957,[b],[b],0,1
35,62,R2_4_4_2_180Y0.pct,1386,[n],[n],0,1
35,63,R2_4_4_3_90Y50.pct,3780,[n],[n],50,1
35,64,2_4_4_3_90Y50.pct,1695,[b],[b],50,1
35,65,R2_4_4_2_180Y150.pct,2400,[n],[n],150,1
35,66,3_3_3_3_90Y0.pct,2242,[b],[b],0,1
35,67,3_3_3_3_180Y150.pct,1651,[n],[b],150,0
35,68,R3_3_3_3_90Y0.pct,1789,[n],[n],0,1
35,69,R3_3_3_2_0Y50.pct,2945,[n],[n],50,1
35,70,2_4_4_2_180Y50.pct,1211,[b],[b],50,1
35,71,2_4_4_2_0Y100.pct,1350,[b],[b],100,1
35,72,R3_3_3_2_0Y100.pct,3468,[n],[n],100,1
35,73,2_3_4_2_90Y100.pct,2693,[b],[b],100,1
35,74,R3_3_3_3_180Y100.pct,1852,[n],[n],100,1
35,75,3_3_3_3_90Y150.pct,1452,[b],[b],150,1
35,76,R3_3_4_2_0Y0.pct,3551,[n],[n],0,1
35,77,3_3_3_2_0Y0.pct,1828,[b],[b],0,1
35,78,3_3_3_2_0Y50.pct,3211,[b],[b],50,1
35,79,R3_3_3_3_180Y50.pct,1734,[n],[n],50,1
35,80,R3_3_3_3_90Y150.pct,4243,[n],[n],150,1
35,81,R3_4_4_3_180Y50.pct,3023,[n],[n],50,1
35,82,2_3_4_2_90Y0.pct,970,[b],[b],0,1
35,83,R3_3_4_2_0Y150.pct,2501,[n],[n],150,1
35,84,3_3_4_2_0Y50.pct,3010,[b],[b],50,1
35,85,2_4_4_2_180Y100.pct,2821,[b],[b],100,1
35,86,R3_4_4_3_180Y0.pct,1961,[n],[n],0,1
35,87,3_4_3_3_180Y150.pct,5621,[b],[b],150,1
35,88,R3_4_4_3_180Y100.pct,2176,[n],[n],100,1
35,89,R2_3_3_2_0Y100.pct,1819,[n],[n],100,1
35,90,2_3_3_2_0Y50.pct,1598,[b],[b],50,1
35,91,2_4_4_2_0Y0.pct,1072,[b],[b],0,1
35,92,3_4_3_2_90Y150.pct,3952,[b],[b],150,1
35,93,R2_4_4_3_90Y150.pct,2381,[n],[n],150,1
35,94,R3_4_3_2_90Y50.pct,4743,[n],[n],50,1
35,95,2_3_3_2_0Y100.pct,1567,[b],[b],100,1
35,96,R3_3_3_2_0Y0.pct,5018,[n],[n],0,1
36,1,R2_3_3_2_0Y0.pct,2733,[n],[n],0,1
36,2,R3_4_3_2_90Y150.pct,2313,[n],[n],150,1
36,3,2_4_4_2_0Y150.pct,2248,[n],[b],150,0
36,4,3_3_3_2_0Y100.pct,3640,[b],[b],100,1
36,5,3_3_3_3_90Y50.pct,2674,[n],[b],50,0
36,6,R2_4_4_2_0Y50.pct,1859,[n],[n],50,1
36,7,R3_3_3_3_90Y100.pct,2614,[n],[n],100,1
36,8,2_3_3_2_0Y0.pct,1587,[b],[b],0,1
36,9,R3_4_3_3_180Y150.pct,4480,[n],[n],150,1
36,10,2_4_4_2_180Y150.pct,2446,[b],[b],150,1
36,11,R3_3_4_2_0Y50.pct,2562,[n],[n],50,1
36,12,R2_3_4_2_90Y0.pct,1446,[n],[n],0,1
36,13,3_3_3_3_180Y0.pct,1301,[b],[b],0,1
36,14,R3_4_3_3_180Y100.pct,2700,[n],[n],100,1
36,15,2_4_4_3_90Y100.pct,2296,[b],[b],100,1
36,16,3_4_3_2_90Y50.pct,1941,[n],[b],50,0
36,17,R2_4_4_3_90Y100.pct,1775,[n],[n],100,1
36,18,2_3_3_2_0Y150.pct,1687,[b],[b],150,1
36,19,R2_3_4_2_90Y50.pct,2429,[n],[n],50,1
36,20,2_3_4_2_90Y50.pct,1644,[b],[b],50,1
36,21,R2_4_4_2_180Y100.pct,2325,[n],[n],100,1
36,22,R2_4_4_2_0Y0.pct,1761,[n],[n],0,1
36,23,3_4_3_2_90Y0.pct,1109,[b],[b],0,1
36,24,R3_3_3_2_0Y150.pct,3535,[n],[n],150,1
36,25,R3_4_4_3_180Y150.pct,3553,[n],[n],150,1
36,26,R3_4_3_3_180Y50.pct,2180,[n],[n],50,1
36,27,3_4_3_3_180Y50.pct,1458,[b],[b],50,1
36,28,3_3_3_3_90Y100.pct,2001,[b],[b],100,1
36,29,2_4_4_2_180Y0.pct,1081,[b],[b],0,1
36,30,R3_4_3_2_90Y0.pct,2343,[n],[n],0,1
36,31,3_3_4_2_0Y150.pct,4065,[b],[b],150,1
36,32,R3_3_4_2_0Y100.pct,3188,[n],[n],100,1
36,33,3_3_3_3_180Y50.pct,2673,[b],[b],50,1
36,34,3_3_4_2_0Y100.pct,2572,[b],[b],100,1
36,35,3_4_4_3_180Y150.pct,4624,[b],[b],150,1
36,36,R3_3_3_3_180Y0.pct,1719,[n],[n],0,1
36,37,3_4_3_3_180Y100.pct,4689,[b],[b],100,1
36,38,R3_3_3_3_180Y150.pct,4391,[b],[n],150,0
36,39,3_4_3_3_180Y0.pct,1162,[b],[b],0,1
36,40,R3_3_3_3_90Y50.pct,1470,[n],[n],50,1
36,41,2_4_4_3_90Y150.pct,4128,[b],[b],150,1
36,42,R3_4_3_3_180Y0.pct,1204,[n],[n],0,1
36,43,3_3_3_3_180Y100.pct,4111,[b],[b],100,1
36,44,R2_3_4_2_90Y150.pct,2728,[b],[n],150,0
36,45,R2_3_3_2_0Y50.pct,1245,[n],[n],50,1
36,46,R2_3_4_2_90Y100.pct,2071,[n],[n],100,1
36,47,3_4_4_3_180Y0.pct,1390,[b],[b],0,1
36,48,3_4_4_3_180Y50.pct,3024,[b],[b],50,1
36,49,R2_4_4_2_0Y100.pct,1828,[n],[n],100,1
36,50,R2_3_3_2_0Y150.pct,2453,[n],[n],150,1
36,51,3_3_4_2_0Y0.pct,1255,[b],[b],0,1
36,52,R2_4_4_3_90Y0.pct,1125,[n],[n],0,1
36,53,3_4_4_3_180Y100.pct,2900,[b],[b],100,1
36,54,R2_4_4_2_180Y50.pct,1705,[n],[n],50,1
36,55,3_3_3_2_0Y150.pct,6553,[b],[b],150,1
36,56,2_4_4_2_0Y50.pct,1206,[b],[b],50,1
36,57,R2_4_4_2_0Y150.pct,2896,[n],[n],150,1
36,58,R3_4_3_2_90Y100.pct,3775,[n],[n],100,1
36,59,2_3_4_2_90Y150.pct,2108,[b],[b],150,1
36,60,3_4_3_2_90Y100.pct,2369,[b],[b],100,1
36,61,2_4_4_3_90Y0.pct,973,[b],[b],0,1
36,62,R2_4_4_2_180Y0.pct,1168,[n],[n],0,1
36,63,R2_4_4_3_90Y50.pct,3365,[n],[n],50,1
36,64,2_4_4_3_90Y50.pct,1488,[b],[b],50,1
36,65,R2_4_4_2_180Y150.pct,2887,[n],[n],150,1
36,66,3_3_3_3_90Y0.pct,974,[b],[b],0,1
36,67,3_3_3_3_180Y150.pct,3651,[b],[b],150,1
36,68,R3_3_3_3_90Y0.pct,1205,[n],[n],0,1
36,69,R3_3_3_2_0Y50.pct,1957,[n],[n],50,1
36,70,2_4_4_2_180Y50.pct,1725,[b],[b],50,1
36,71,2_4_4_2_0Y100.pct,2036,[b],[b],100,1
36,72,R3_3_3_2_0Y100.pct,4041,[n],[n],100,1
36,73,2_3_4_2_90Y100.pct,1553,[b],[b],100,1
36,74,R3_3_3_3_180Y100.pct,2091,[n],[n],100,1
36,75,3_3_3_3_90Y150.pct,3225,[b],[b],150,1
36,76,R3_3_4_2_0Y0.pct,2023,[n],[n],0,1
36,77,3_3_3_2_0Y0.pct,1608,[b],[b],0,1
36,78,3_3_3_2_0Y50.pct,3799,[b],[b],50,1
36,79,R3_3_3_3_180Y50.pct,1087,[n],[n],50,1
36,80,R3_3_3_3_90Y150.pct,1701,[n],[n],150,1
36,81,R3_4_4_3_180Y50.pct,2352,[n],[n],50,1
36,82,2_3_4_2_90Y0.pct,1046,[b],[b],0,1
