Subject,Trial,Condition,Time,response,correct,angle,correct.incorrect
20,39,3_4_3_3_180Y0.pct,1401,[b],[b],0,1
20,40,R3_3_3_3_90Y50.pct,1865,[n],[n],50,1
20,41,2_4_4_3_90Y150.pct,1954,[b],[b],150,1
20,42,R3_4_3_3_180Y0.pct,1366,[n],[n],0,1
20,43,3_3_3_3_180Y100.pct,1670,[b],[b],100,1
20,44,R2_3_4_2_90Y150.pct,1541,[b],[n],150,0
20,45,R2_3_3_2_0Y50.pct,1403,[n],[n],50,1
20,46,R2_3_4_2_90Y100.pct,2926,[n],[n],100,1
20,47,3_4_4_3_180Y0.pct,1562,[b],[b],0,1
20,48,3_4_4_3_180Y50.pct,2406,[b],[b],50,1
20,49,R2_4_4_2_0Y100.pct,1706,[n],[n],100,1
20,50,R2_3_3_2_0Y150.pct,1716,[n],[n],150,1
20,51,3_3_4_2_0Y0.pct,1104,[b],[b],0,1
20,52,R2_4_4_3_90Y0.pct,1406,[n],[n],0,1
20,53,3_4_4_3_180Y100.pct,2073,[b],[b],100,1
20,54,R2_4_4_2_180Y50.pct,1560,[n],[n],50,1
20,55,3_3_3_2_0Y150.pct,1861,[n],[b],150,0
20,56,2_4_4_2_0Y50.pct,1014,[b],[b],50,1
20,57,R2_4_4_2_0Y150.pct,2038,[n],[n],150,1
20,58,R3_4_3_2_90Y100.pct,1327,[n],[n],100,1
20,59,2_3_4_2_90Y150.pct,2725,[b],[b],150,1
20,60,3_4_3_2_90Y100.pct,1884,[b],[b],100,1
20,61,2_4_4_3_90Y0.pct,2171,[b],[b],0,1
20,62,R2_4_4_2_180Y0.pct,779,[n],[n],0,1
20,63,R2_4_4_3_90Y50.pct,2106,[n],[n],50,1
20,64,2_4_4_3_90Y50.pct,1700,[b],[b],50,1
20,65,R2_4_4_2_180Y150.pct,1413,[n],[n],150,1
20,66,3_3_3_3_90Y0.pct,1239,[b],[b],0,1
20,67,3_3_3_3_180Y150.pct,2069,[b],[b],150,1
20,68,R3_3_3_3_90Y0.pct,935,[n],[n],0,1
20,69,R3_3_3_2_0Y50.pct,1192,[n],[n],50,1
20,70,2_4_4_2_180Y50.pct,1334,[b],[b],50,1
20,71,2_4_4_2_0Y100.pct,2140,[b],[b],100,1
20,72,R3_3_3_2_0Y100.pct,2842,[n],[n],100,1
20,73,2_3_4_2_90Y100.pct,2444,[b],[b],100,1
20,74,R3_3_3_3_180Y100.pct,1724,[n],[n],100,1
20,75,3_3_3_3_90Y150.pct,3178,[b],[b],150,1
20,76,R3_3_4_2_0Y0.pct,1580,[n],[n],0,1
20,77,3_3_3_2_0Y0.pct,842,[b],[b],0,1
20,78,3_3_3_2_0Y50.pct,2052,[b],[b],50,1
20,79,R3_3_3_3_180Y50.pct,898,[n],[n],50,1
20,80,R3_3_3_3_90Y150.pct,1649,[b],[n],150,0
20,81,R3_4_4_3_180Y50.pct,2090,[n],[n],50,1
20,82,2_3_4_2_90Y0.pct,1106,[b],[b],0,1
20,83,R3_3_4_2_0Y150.pct,1946,[n],[n],150,1
20,84,3_3_4_2_0Y50.pct,2308,[b],[b],50,1
20,85,2_4_4_2_180Y100.pct,1540,[b],[b],100,1
20,86,R3_4_4_3_180Y0.pct,1288,[n],[n],0,1
20,87,3_4_3_3_180Y150.pct,3400,[b],[b],150,1
20,88,R3_4_4_3_180Y100.pct,1884,[n],[n],100,1
20,89,R2_3_3_2_0Y100.pct,2661,[n],[n],100,1
20,90,2_3_3_2_0Y50.pct,1730,[b],[b],50,1
20,91,2_4_4_2_0Y0.pct,885,[b],[b],0,1
20,92,3_4_3_2_90Y150.pct,2919,[b],[b],150,1
20,93,R2_4_4_3_90Y150.pct,2844,[n],[n],150,1
20,94,R3_4_3_2_90Y50.pct,1494,[n],[n],50,1
20,95,2_3_3_2_0Y100.pct,1343,[b],[b],100,1
20,96,R3_3_3_2_0Y0.pct,1667,[n],[n],0,1
21,1,R2_3_3_2_0Y0.pct,2463,[n],[n],0,1
21,2,R3_4_3_2_90Y150.pct,2221,[b],[n],150,0
21,3,2_4_4_2_0Y150.pct,1269,[b],[b],150,1
21,4,3_3_3_2_0Y100.pct,4574,[n],[b],100,0
21,5,3_3_3_3_90Y50.pct,3313,[b],[b],50,1
21,6,R2_4_4_2_0Y50.pct,1958,[n],[n],50,1
21,7,R3_3_3_3_90Y100.pct,1941,[b],[n],100,0
21,8,2_3_3_2_0Y0.pct,1025,[b],[b],0,1
21,9,R3_4_3_3_180Y150.pct,1828,[b],[n],150,0
21,10,2_4_4_2_180Y150.pct,1764,[b],[b],150,1
21,11,R3_3_4_2_0Y50.pct,1857,[n],[n],50,1
21,12,R2_3_4_2_90Y0.pct,1229,[n],[n],0,1
21,13,3_3_3_3_180Y0.pct,1216,[b],[b],0,1
21,14,R3_4_3_3_180Y100.pct,1766,[b],[n],100,0
21,15,2_4_4_3_90Y100.pct,1527,[b],[b],100,1
21,16,3_4_3_2_90Y50.pct,2082,[b],[b],50,1
21,17,R2_4_4_3_90Y100.pct,1813,[b],[n],100,0
21,18,2_3_3_2_0Y150.pct,1849,[b],[b],150,1
21,19,R2_3_4_2_90Y50.pct,1619,[b],[n],50,0
21,20,2_3_4_2_90Y50.pct,2363,[n],[b],50,0
21,21,R2_4_4_2_180Y100.pct,1959,[n],[n],100,1
21,22,R2_4_4_2_0Y0.pct,1482,[n],[n],0,1
21,23,3_4_3_2_90Y0.pct,1218,[b],[b],0,1
21,24,R3_3_3_2_0Y150.pct,1605,[b],[n],150,0
21,25,R3_4_4_3_180Y150.pct,1445,[n],[n],150,1
21,26,R3_4_3_3_180Y50.pct,1760,[n],[n],50,1
21,27,3_4_3_3_180Y50.pct,2003,[n],[b],50,0
21,28,3_3_3_3_90Y100.pct,2182,[n],[b],100,0
21,29,2_4_4_2_180Y0.pct,1353,[b],[b],0,1
21,30,R3_4_3_2_90Y0.pct,1357,[n],[n],0,1
21,31,3_3_4_2_0Y150.pct,2082,[b],[b],150,1
21,32,R3_3_4_2_0Y100.pct,2227,[b],[n],100,0
21,33,3_3_3_3_180Y50.pct,1901,[b],[b],50,1
21,34,3_3_4_2_0Y100.pct,2362,[n],[b],100,0
21,35,3_4_4_3_180Y150.pct,1465,[n],[b],150,0
21,36,R3_3_3_3_180Y0.pct,1711,[n],[n],0,1
21,37,3_4_3_3_180Y100.pct,1861,[n],[b],100,0
21,38,R3_3_3_3_180Y150.pct,2311,[b],[n],150,0
21,39,3_4_3_3_180Y0.pct,1118,[b],[b],0,1
21,40,R3_3_3_3_90Y50.pct,875,[n],[n],50,1
21,41,2_4_4_3_90Y150.pct,1123,[b],[b],150,1
21,42,R3_4_3_3_180Y0.pct,1031,[n],[n],0,1
21,43,3_3_3_3_180Y100.pct,1491,[b],[b],100,1
21,44,R2_3_4_2_90Y150.pct,1242,[b],[n],150,0
21,45,R2_3_3_2_0Y50.pct,906,[n],[n],50,1
21,46,R2_3_4_2_90Y100.pct,1206,[b],[n],100,0
21,47,3_4_4_3_180Y0.pct,1009,[b],[b],0,1
21,48,3_4_4_3_180Y50.pct,1634,[b],[b],50,1
21,49,R2_4_4_2_0Y100.pct,1564,[b],[n],100,0
21,50,R2_3_3_2_0Y150.pct,1541,[b],[n],150,0
21,51,3_3_4_2_0Y0.pct,1528,[b],[b],0,1
21,52,R2_4_4_3_90Y0.pct,1182,[n],[n],0,1
21,53,3_4_4_3_180Y100.pct,1469,[b],[b],100,1
21,54,R2_4_4_2_180Y50.pct,984,[n],[n],50,1
21,55,3_3_3_2_0Y150.pct,1583,[n],[b],150,0
21,56,2_4_4_2_0Y50.pct,1519,[b],[b],50,1
21,57,R2_4_4_2_0Y150.pct,805,[n],[n],150,1
21,58,R3_4_3_2_90Y100.pct,1265,[b],[n],100,0
21,59,2_3_4_2_90Y150.pct,1386,[b],[b],150,1
21,60,3_4_3_2_90Y100.pct,1256,[b],[b],100,1
21,61,2_4_4_3_90Y0.pct,811,[b],[b],0,1
21,62,R2_4_4_2_180Y0.pct,613,[n],[n],0,1
21,63,R2_4_4_3_90Y50.pct,769,[n],[n],50,1
21,64,2_4_4_3_90Y50.pct,1644,[b],[b],50,1
21,65,R2_4_4_2_180Y150.pct,2092,[n],[n],150,1
21,66,3_3_3_3_90Y0.pct,1004,[b],[b],0,1
21,67,3_3_3_3_180Y150.pct,1623,[b],[b],150,1
21,68,R3_3_3_3_90Y0.pct,1448,[n],[n],0,1
21,69,R3_3_3_2_0Y50.pct,1170,[n],[n],50,1
21,70,2_4_4_2_180Y50.pct,1277,[b],[b],50,1
21,71,2_4_4_2_0Y100.pct,1579,[b],[b],100,1
21,72,R3_3_3_2_0Y100.pct,2306,[n],[n],100,1
21,73,2_3_4_2_90Y100.pct,1460,[b],[b],100,1
21,74,R3_3_3_3_180Y100.pct,2511,[n],[n],100,1
21,75,3_3_3_3_90Y150.pct,1670,[n],[b],150,0
21,76,R3_3_4_2_0Y0.pct,1908,[n],[n],0,1
21,77,3_3_3_2_0Y0.pct,856,[b],[b],0,1
21,78,3_3_3_2_0Y50.pct,2949,[n],[b],50,0
21,79,R3_3_3_3_180Y50.pct,1526,[n],[n],50,1
21,80,R3_3_3_3_90Y150.pct,2380,[b],[n],150,0
21,81,R3_4_4_3_180Y50.pct,1449,[b],[n],50,0
21,82,2_3_4_2_90Y0.pct,672,[b],[b],0,1
21,83,R3_3_4_2_0Y150.pct,2108,[n],[n],150,1
21,84,3_3_4_2_0Y50.pct,1914,[b],[b],50,1
21,85,2_4_4_2_180Y100.pct,1751,[b],[b],100,1
21,86,R3_4_4_3_180Y0.pct,1347,[n],[n],0,1
21,87,3_4_3_3_180Y150.pct,1554,[b],[b],150,1
21,88,R3_4_4_3_180Y100.pct,2495,[n],[n],100,1
21,89,R2_3_3_2_0Y100.pct,1606,[b],[n],100,0
21,90,2_3_3_2_0Y50.pct,1030,[b],[b],50,1
21,91,2_4_4_2_0Y0.pct,737,[b],[b],0,1
21,92,3_4_3_2_90Y150.pct,2870,[b],[b],150,1
21,93,R2_4_4_3_90Y150.pct,1754,[n],[n],150,1
21,94,R3_4_3_2_90Y50.pct,1488,[n],[n],50,1
21,95,2_3_3_2_0Y100.pct,1049,[b],[b],100,1
21,96,R3_3_3_2_0Y0.pct,1248,[b],[n],0,0
22,1,R2_3_3_2_0Y0.pct,5886,[n],[n],0,1
22,2,R3_4_3_2_90Y150.pct,NA,[N/A],[n],150,0
22,3,2_4_4_2_0Y150.pct,3587,[b],[b],150,1
22,4,3_3_3_2_0Y100.pct,4741,[b],[b],100,1
22,5,3_3_3_3_90Y50.pct,4308,[b],[b],50,1
22,6,R2_4_4_2_0Y50.pct,4600,[n],[n],50,1
22,7,R3_3_3_3_90Y100.pct,4659,[n],[n],100,1
22,8,2_3_3_2_0Y0.pct,2168,[b],[b],0,1
22,9,R3_4_3_3_180Y150.pct,6136,[n],[n],150,1
22,10,2_4_4_2_180Y150.pct,4123,[b],[b],150,1
22,11,R3_3_4_2_0Y50.pct,4668,[n],[n],50,1
22,12,R2_3_4_2_90Y0.pct,3544,[n],[n],0,1
22,13,3_3_3_3_180Y0.pct,1580,[b],[b],0,1
22,14,R3_4_3_3_180Y100.pct,4001,[n],[n],100,1
22,15,2_4_4_3_90Y100.pct,3693,[b],[b],100,1
22,16,3_4_3_2_90Y50.pct,3868,[b],[b],50,1
22,17,R2_4_4_3_90Y100.pct,5792,[n],[n],100,1
22,18,2_3_3_2_0Y150.pct,3972,[b],[b],150,1
22,19,R2_3_4_2_90Y50.pct,4433,[n],[n],50,1
22,20,2_3_4_2_90Y50.pct,1939,[b],[b],50,1
22,21,R2_4_4_2_180Y100.pct,6419,[n],[n],100,1
22,22,R2_4_4_2_0Y0.pct,1827,[n],[n],0,1
22,23,3_4_3_2_90Y0.pct,2284,[b],[b],0,1
22,24,R3_3_3_2_0Y150.pct,NA,[N/A],[n],150,0
22,25,R3_4_4_3_180Y150.pct,6483,[n],[n],150,1
22,26,R3_4_3_3_180Y50.pct,4656,[n],[n],50,1
22,27,3_4_3_3_180Y50.pct,3650,[b],[b],50,1
22,28,3_3_3_3_90Y100.pct,2933,[b],[b],100,1
22,29,2_4_4_2_180Y0.pct,1605,[b],[b],0,1
22,30,R3_4_3_2_90Y0.pct,4389,[n],[n],0,1
22,31,3_3_4_2_0Y150.pct,5614,[b],[b],150,1
22,32,R3_3_4_2_0Y100.pct,4030,[n],[n],100,1
22,33,3_3_3_3_180Y50.pct,4792,[b],[b],50,1
22,34,3_3_4_2_0Y100.pct,3618,[b],[b],100,1
22,35,3_4_4_3_180Y150.pct,4231,[b],[b],150,1
22,36,R3_3_3_3_180Y0.pct,2944,[n],[n],0,1
22,37,3_4_3_3_180Y100.pct,5376,[b],[b],100,1
22,38,R3_3_3_3_180Y150.pct,2321,[n],[n],150,1
22,39,3_4_3_3_180Y0.pct,1961,[b],[b],0,1
22,40,R3_3_3_3_90Y50.pct,5148,[n],[n],50,1
22,41,2_4_4_3_90Y150.pct,3643,[b],[b],150,1
22,42,R3_4_3_3_180Y0.pct,2922,[n],[n],0,1
22,43,3_3_3_3_180Y100.pct,5417,[n],[b],100,0
22,44,R2_3_4_2_90Y150.pct,6400,[n],[n],150,1
22,45,R2_3_3_2_0Y50.pct,5763,[n],[n],50,1
22,46,R2_3_4_2_90Y100.pct,NA,[N/A],[n],100,0
22,47,3_4_4_3_180Y0.pct,1618,[b],[b],0,1
22,48,3_4_4_3_180Y50.pct,2488,[b],[b],50,1
22,49,R2_4_4_2_0Y100.pct,2156,[n],[n],100,1
22,50,R2_3_3_2_0Y150.pct,3138,[n],[n],150,1
22,51,3_3_4_2_0Y0.pct,1533,[b],[b],0,1
22,52,R2_4_4_3_90Y0.pct,3359,[n],[n],0,1
22,53,3_4_4_3_180Y100.pct,4526,[b],[b],100,1
22,54,R2_4_4_2_180Y50.pct,2280,[n],[n],50,1
22,55,3_3_3_2_0Y150.pct,5223,[b],[b],150,1
22,56,2_4_4_2_0Y50.pct,2710,[b],[b],50,1
22,57,R2_4_4_2_0Y150.pct,3109,[n],[n],150,1
22,58,R3_4_3_2_90Y100.pct,3676,[n],[n],100,1
22,59,2_3_4_2_90Y150.pct,2491,[b],[b],150,1
22,60,3_4_3_2_90Y100.pct,3689,[b],[b],100,1
22,61,2_4_4_3_90Y0.pct,1253,[b],[b],0,1
22,62,R2_4_4_2_180Y0.pct,2246,[n],[n],0,1
22,63,R2_4_4_3_90Y50.pct,2633,[n],[n],50,1
22,64,2_4_4_3_90Y50.pct,1746,[b],[b],50,1
22,65,R2_4_4_2_180Y150.pct,1992,[n],[n],150,1
22,66,3_3_3_3_90Y0.pct,2135,[b],[b],0,1
22,67,3_3_3_3_180Y150.pct,NA,[N/A],[b],150,0
22,68,R3_3_3_3_90Y0.pct,1888,[n],[n],0,1
22,69,R3_3_3_2_0Y50.pct,6146,[n],[n],50,1
22,70,2_4_4_2_180Y50.pct,2516,[b],[b],50,1
22,71,2_4_4_2_0Y100.pct,5021,[b],[b],100,1
22,72,R3_3_3_2_0Y100.pct,3840,[n],[n],100,1
22,73,2_3_4_2_90Y100.pct,2673,[b],[b],100,1
22,74,R3_3_3_3_180Y100.pct,3743,[n],[n],100,1
22,75,3_3_3_3_90Y150.pct,4433,[n],[b],150,0
22,76,R3_3_4_2_0Y0.pct,2680,[n],[n],0,1
22,77,3_3_3_2_0Y0.pct,1815,[b],[b],0,1
22,78,3_3_3_2_0Y50.pct,4450,[n],[b],50,0
22,79,R3_3_3_3_180Y50.pct,2617,[n],[n],50,1
22,80,R3_3_3_3_90Y150.pct,5508,[n],[n],150,1
22,81,R3_4_4_3_180Y50.pct,5317,[n],[n],50,1
22,82,2_3_4_2_90Y0.pct,1318,[b],[b],0,1
22,83,R3_3_4_2_0Y150.pct,7011,[n],[n],150,1
22,84,3_3_4_2_0Y50.pct,3340,[b],[b],50,1
22,85,2_4_4_2_180Y100.pct,3838,[b],[b],100,1
22,86,R3_4_4_3_180Y0.pct,2366,[n],[n],0,1
22,87,3_4_3_3_180Y150.pct,5941,[b],[b],150,1
22,88,R3_4_4_3_180Y100.pct,3870,[n],[n],100,1
22,89,R2_3_3_2_0Y100.pct,6052,[n],[n],100,1
22,90,2_3_3_2_0Y50.pct,1654,[b],[b],50,1
22,91,2_4_4_2_0Y0.pct,987,[b],[b],0,1
22,92,3_4_3_2_90Y150.pct,6955,[b],[b],150,1
22,93,R2_4_4_3_90Y150.pct,4560,[n],[n],150,1
22,94,R3_4_3_2_90Y50.pct,3625,[n],[n],50,1
22,95,2_3_3_2_0Y100.pct,1651,[b],[b],100,1
22,96,R3_3_3_2_0Y0.pct,6216,[b],[n],0,0
23,1,R2_3_3_2_0Y0.pct,1683,[n],[n],0,1
23,2,R3_4_3_2_90Y150.pct,1719,[n],[n],150,1
23,3,2_4_4_2_0Y150.pct,2020,[b],[b],150,1
23,4,3_3_3_2_0Y100.pct,1888,[b],[b],100,1
23,5,3_3_3_3_90Y50.pct,1518,[b],[b],50,1
23,6,R2_4_4_2_0Y50.pct,1723,[n],[n],50,1
23,7,R3_3_3_3_90Y100.pct,2488,[n],[n],100,1
23,8,2_3_3_2_0Y0.pct,1245,[b],[b],0,1
23,9,R3_4_3_3_180Y150.pct,1895,[n],[n],150,1
23,10,2_4_4_2_180Y150.pct,2022,[n],[b],150,0
23,11,R3_3_4_2_0Y50.pct,3031,[n],[n],50,1
23,12,R2_3_4_2_90Y0.pct,1675,[n],[n],0,1
23,13,3_3_3_3_180Y0.pct,1024,[b],[b],0,1
23,14,R3_4_3_3_180Y100.pct,3068,[n],[n],100,1
23,15,2_4_4_3_90Y100.pct,1827,[b],[b],100,1
23,16,3_4_3_2_90Y50.pct,1468,[b],[b],50,1
23,17,R2_4_4_3_90Y100.pct,1918,[n],[n],100,1
23,18,2_3_3_2_0Y150.pct,3701,[b],[b],150,1
23,19,R2_3_4_2_90Y50.pct,2197,[n],[n],50,1
23,20,2_3_4_2_90Y50.pct,1655,[b],[b],50,1
23,21,R2_4_4_2_180Y100.pct,3158,[n],[n],100,1
23,22,R2_4_4_2_0Y0.pct,2706,[n],[n],0,1
23,23,3_4_3_2_90Y0.pct,1000,[b],[b],0,1
23,24,R3_3_3_2_0Y150.pct,1918,[n],[n],150,1
23,25,R3_4_4_3_180Y150.pct,2969,[b],[n],150,0
23,26,R3_4_3_3_180Y50.pct,2115,[n],[n],50,1
23,27,3_4_3_3_180Y50.pct,2460,[n],[b],50,0
23,28,3_3_3_3_90Y100.pct,2350,[n],[b],100,0
23,29,2_4_4_2_180Y0.pct,983,[b],[b],0,1
23,30,R3_4_3_2_90Y0.pct,1342,[n],[n],0,1
23,31,3_3_4_2_0Y150.pct,3769,[n],[b],150,0
23,32,R3_3_4_2_0Y100.pct,1723,[n],[n],100,1
23,33,3_3_3_3_180Y50.pct,1990,[n],[b],50,0
23,34,3_3_4_2_0Y100.pct,2810,[b],[b],100,1
23,35,3_4_4_3_180Y150.pct,2350,[n],[b],150,0
23,36,R3_3_3_3_180Y0.pct,2055,[b],[n],0,0
23,37,3_4_3_3_180Y100.pct,2844,[n],[b],100,0
23,38,R3_3_3_3_180Y150.pct,2714,[n],[n],150,1
23,39,3_4_3_3_180Y0.pct,1084,[b],[b],0,1
23,40,R3_3_3_3_90Y50.pct,1058,[n],[n],50,1
23,41,2_4_4_3_90Y150.pct,2713,[b],[b],150,1
23,42,R3_4_3_3_180Y0.pct,1023,[n],[n],0,1
23,43,3_3_3_3_180Y100.pct,2770,[b],[b],100,1
23,44,R2_3_4_2_90Y150.pct,2413,[n],[n],150,1
23,45,R2_3_3_2_0Y50.pct,1506,[n],[n],50,1
23,46,R2_3_4_2_90Y100.pct,2622,[b],[n],100,0
23,47,3_4_4_3_180Y0.pct,1159,[b],[b],0,1
23,48,3_4_4_3_180Y50.pct,1901,[b],[b],50,1
23,49,R2_4_4_2_0Y100.pct,1610,[n],[n],100,1
23,50,R2_3_3_2_0Y150.pct,1973,[n],[n],150,1
23,51,3_3_4_2_0Y0.pct,1078,[b],[b],0,1
23,52,R2_4_4_3_90Y0.pct,1024,[n],[n],0,1
23,53,3_4_4_3_180Y100.pct,3017,[n],[b],100,0
23,54,R2_4_4_2_180Y50.pct,1553,[n],[n],50,1
23,55,3_3_3_2_0Y150.pct,2951,[b],[b],150,1
23,56,2_4_4_2_0Y50.pct,1729,[b],[b],50,1
23,57,R2_4_4_2_0Y150.pct,994,[n],[n],150,1
23,58,R3_4_3_2_90Y100.pct,3067,[n],[n],100,1
23,59,2_3_4_2_90Y150.pct,2131,[b],[b],150,1
23,60,3_4_3_2_90Y100.pct,2617,[b],[b],100,1
23,61,2_4_4_3_90Y0.pct,1692,[b],[b],0,1
23,62,R2_4_4_2_180Y0.pct,738,[n],[n],0,1
23,63,R2_4_4_3_90Y50.pct,984,[n],[n],50,1
23,64,2_4_4_3_90Y50.pct,1461,[b],[b],50,1
23,65,R2_4_4_2_180Y150.pct,2092,[n],[n],150,1
23,66,3_3_3_3_90Y0.pct,1314,[b],[b],0,1
23,67,3_3_3_3_180Y150.pct,3407,[b],[b],150,1
23,68,R3_3_3_3_90Y0.pct,1092,[n],[n],0,1
23,69,R3_3_3_2_0Y50.pct,2532,[n],[n],50,1
23,70,2_4_4_2_180Y50.pct,2288,[b],[b],50,1
23,71,2_4_4_2_0Y100.pct,2798,[b],[b],100,1
23,72,R3_3_3_2_0Y100.pct,1515,[n],[n],100,1
23,73,2_3_4_2_90Y100.pct,1993,[b],[b],100,1
23,74,R3_3_3_3_180Y100.pct,2475,[n],[n],100,1
23,75,3_3_3_3_90Y150.pct,2058,[b],[b],150,1
23,76,R3_3_4_2_0Y0.pct,2435,[n],[n],0,1
23,77,3_3_3_2_0Y0.pct,1248,[b],[b],0,1
23,78,3_3_3_2_0Y50.pct,3893,[n],[b],50,0
23,79,R3_3_3_3_180Y50.pct,1624,[b],[n],50,0
23,80,R3_3_3_3_90Y150.pct,3827,[n],[n],150,1
23,81,R3_4_4_3_180Y50.pct,3595,[b],[n],50,0
23,82,2_3_4_2_90Y0.pct,928,[b],[b],0,1
23,83,R3_3_4_2_0Y150.pct,2735,[n],[n],150,1
23,84,3_3_4_2_0Y50.pct,2269,[b],[b],50,1
23,85,2_4_4_2_180Y100.pct,2677,[n],[b],100,0
23,86,R3_4_4_3_180Y0.pct,4197,[n],[n],0,1
23,87,3_4_3_3_180Y150.pct,2393,[b],[b],150,1
23,88,R3_4_4_3_180Y100.pct,2492,[n],[n],100,1
23,89,R2_3_3_2_0Y100.pct,2210,[n],[n],100,1
23,90,2_3_3_2_0Y50.pct,3307,[b],[b],50,1
23,91,2_4_4_2_0Y0.pct,1041,[b],[b],0,1
23,92,3_4_3_2_90Y150.pct,1620,[b],[b],150,1
23,93,R2_4_4_3_90Y150.pct,4554,[n],[n],150,1
23,94,R3_4_3_2_90Y50.pct,1665,[n],[n],50,1
23,95,2_3_3_2_0Y100.pct,2781,[b],[b],100,1
23,96,R3_3_3_2_0Y0.pct,4134,[n],[n],0,1
24,1,R2_3_3_2_0Y0.pct,2443,[n],[n],0,1
24,2,R3_4_3_2_90Y150.pct,5888,[n],[n],150,1
24,3,2_4_4_2_0Y150.pct,3670,[b],[b],150,1
24,4,3_3_3_2_0Y100.pct,4012,[n],[b],100,0
24,5,3_3_3_3_90Y50.pct,2902,[b],[b],50,1
24,6,R2_4_4_2_0Y50.pct,3120,[n],[n],50,1
24,7,R3_3_3_3_90Y100.pct,5431,[n],[n],100,1
24,8,2_3_3_2_0Y0.pct,1226,[b],[b],0,1
24,9,R3_4_3_3_180Y150.pct,5480,[n],[n],150,1
24,10,2_4_4_2_180Y150.pct,4745,[b],[b],150,1
24,11,R3_3_4_2_0Y50.pct,4690,[n],[n],50,1
24,12,R2_3_4_2_90Y0.pct,2772,[n],[n],0,1
24,13,3_3_3_3_180Y0.pct,1265,[b],[b],0,1
24,14,R3_4_3_3_180Y100.pct,2392,[n],[n],100,1
24,15,2_4_4_3_90Y100.pct,4716,[b],[b],100,1
24,16,3_4_3_2_90Y50.pct,3418,[b],[b],50,1
24,17,R2_4_4_3_90Y100.pct,2654,[n],[n],100,1
24,18,2_3_3_2_0Y150.pct,2112,[b],[b],150,1
24,19,R2_3_4_2_90Y50.pct,2702,[n],[n],50,1
24,20,2_3_4_2_90Y50.pct,1637,[b],[b],50,1
24,21,R2_4_4_2_180Y100.pct,2109,[n],[n],100,1
24,22,R2_4_4_2_0Y0.pct,884,[b],[n],0,0
24,23,3_4_3_2_90Y0.pct,1795,[b],[b],0,1
24,24,R3_3_3_2_0Y150.pct,4023,[n],[n],150,1
24,25,R3_4_4_3_180Y150.pct,5980,[n],[n],150,1
24,26,R3_4_3_3_180Y50.pct,2026,[n],[n],50,1
24,27,3_4_3_3_180Y50.pct,3076,[b],[b],50,1
24,28,3_3_3_3_90Y100.pct,3157,[b],[b],100,1
24,29,2_4_4_2_180Y0.pct,1617,[b],[b],0,1
24,30,R3_4_3_2_90Y0.pct,2367,[n],[n],0,1
24,31,3_3_4_2_0Y150.pct,NA,[N/A],[b],150,0
24,32,R3_3_4_2_0Y100.pct,330,[b],[n],100,0
24,33,3_3_3_3_180Y50.pct,2687,[n],[b],50,0
24,34,3_3_4_2_0Y100.pct,4855,[b],[b],100,1
24,35,3_4_4_3_180Y150.pct,2719,[n],[b],150,0
24,36,R3_3_3_3_180Y0.pct,1253,[n],[n],0,1
24,37,3_4_3_3_180Y100.pct,2855,[b],[b],100,1
24,38,R3_3_3_3_180Y150.pct,4301,[n],[n],150,1
24,39,3_4_3_3_180Y0.pct,1565,[b],[b],0,1
24,40,R3_3_3_3_90Y50.pct,1128,[n],[n],50,1
24,41,2_4_4_3_90Y150.pct,4087,[b],[b],150,1
24,42,R3_4_3_3_180Y0.pct,1191,[n],[n],0,1
24,43,3_3_3_3_180Y100.pct,2115,[b],[b],100,1
24,44,R2_3_4_2_90Y150.pct,2101,[b],[n],150,0
24,45,R2_3_3_2_0Y50.pct,1218,[n],[n],50,1
24,46,R2_3_4_2_90Y100.pct,1599,[b],[n],100,0
24,47,3_4_4_3_180Y0.pct,1632,[b],[b],0,1
24,48,3_4_4_3_180Y50.pct,2747,[b],[b],50,1
24,49,R2_4_4_2_0Y100.pct,2427,[n],[n],100,1
24,50,R2_3_3_2_0Y150.pct,2595,[n],[n],150,1
24,51,3_3_4_2_0Y0.pct,2486,[b],[b],0,1
24,52,R2_4_4_3_90Y0.pct,2602,[n],[n],0,1
24,53,3_4_4_3_180Y100.pct,3139,[b],[b],100,1
24,54,R2_4_4_2_180Y50.pct,1513,[n],[n],50,1
24,55,3_3_3_2_0Y150.pct,4106,[b],[b],150,1
24,56,2_4_4_2_0Y50.pct,1815,[b],[b],50,1
24,57,R2_4_4_2_0Y150.pct,2761,[n],[n],150,1
24,58,R3_4_3_2_90Y100.pct,2637,[n],[n],100,1
24,59,2_3_4_2_90Y150.pct,1784,[b],[b],150,1
24,60,3_4_3_2_90Y100.pct,2227,[b],[b],100,1
24,61,2_4_4_3_90Y0.pct,1338,[b],[b],0,1
24,62,R2_4_4_2_180Y0.pct,1145,[n],[n],0,1
24,63,R2_4_4_3_90Y50.pct,1854,[n],[n],50,1
24,64,2_4_4_3_90Y50.pct,1862,[b],[b],50,1
24,65,R2_4_4_2_180Y150.pct,2316,[b],[n],150,0
24,66,3_3_3_3_90Y0.pct,1268,[b],[b],0,1
24,67,3_3_3_3_180Y150.pct,2322,[b],[b],150,1
24,68,R3_3_3_3_90Y0.pct,1377,[n],[n],0,1
24,69,R3_3_3_2_0Y50.pct,1748,[n],[n],50,1
24,70,2_4_4_2_180Y50.pct,1542,[b],[b],50,1
24,71,2_4_4_2_0Y100.pct,1460,[b],[b],100,1
